mode,load,0_squeezenet1_0-32,1_mobilenet_v2-8,2_vgg13-2
mps-uncap,1.0,10.443878173828125,10.420370101928711,7.320404052734375
mig,1.0,13.657331466674805,5.380153656005859,5.915641784667969
