mode,load,0_squeezenet1_0-32,1_mobilenet_v2-8,2_vgg13-2
mps-uncap,1.0,10.936350822448732,10.80972671508789,7.82521963119507
mig,1.0,15.466527938842775,5.794763565063477,6.116552352905272
