mode,load,0_squeezenet1_0-32,1_mobilenet_v2-8,2_vgg13-2
mps-uncap,1.0,8.55112075805664,5.675554275512695,2.4623870849609375
mig,1.0,12.367725372314453,4.956722259521484,5.669116973876953
