mode,load,0_squeezenet1_0-32,1_mobilenet_v2-8,2_vgg13-2
mps-uncap,1.0,10.038495063781738,10.014057159423828,4.883050918579102
mig,1.0,13.075590133666992,5.120038986206055,5.830287933349609
