mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_vgg16-2
mps-uncap,0.8,0.012636184692382812,0.010251998901367188,0.008821487426757812
mps-uncap,0.9,0.012874603271484375,0.009775161743164062,0.00858306884765625
mps-uncap,1.0,0.015497207641601562,0.009775161743164062,0.0095367431640625
mps-uncap,0.5,0.012874603271484375,0.01049041748046875,0.008821487426757812
mps-uncap,0.6,0.012636184692382812,0.009775161743164062,0.008821487426757812
mps-uncap,0.7,0.011205673217773438,0.009775161743164062,0.009775161743164062
mps-uncap,0.1,0.019073486328125,0.011205673217773438,0.01049041748046875
mps-uncap,0.2,0.0133514404296875,0.011682510375976562,0.009298324584960938
mps-uncap,0.3,0.012636184692382812,0.011444091796875,0.010251998901367188
mps-uncap,0.4,0.011205673217773438,0.010728836059570312,0.00858306884765625
