mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_vgg16-2
mps-uncap,0.8,88.10601234436035,24.08089637756347,15.756273269653322
mps-uncap,0.9,169.92619037628168,41.552281379699714,25.030851364135742
mps-uncap,1.0,695.5615997314455,295.06969451904297,255.82895278930673
mps-uncap,0.5,38.3148193359375,13.947534561157225,7.197856903076172
mps-uncap,0.6,55.181264877319336,15.080046653747559,9.073781967163088
mps-uncap,0.7,64.20531272888185,18.485546112060554,11.294031143188475
mps-uncap,0.1,18.505454063415527,7.7358245849609375,2.7576446533203156
mps-uncap,0.2,20.852899551391605,10.178875923156737,3.7620782852172856
mps-uncap,0.3,26.514172554016106,11.445760726928711,4.704141616821289
mps-uncap,0.4,32.759666442871094,12.735342979431154,5.649375915527345
