mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_vgg16-2
mps-uncap,0.8,860.1937409235426,1496.9211480132644,321.38385770623216
mps-uncap,0.9,951.8632986701507,1708.8634259817159,359.0529917549366
mps-uncap,1.0,1074.5900207956827,1879.362218028107,404.1656521037403
mps-uncap,0.5,548.723398897806,927.1864376175142,202.38280172520035
mps-uncap,0.6,657.4927457689655,1152.6972641071739,241.1257350408709
mps-uncap,0.7,728.1599631137047,1344.1320749509196,287.08362498203235
mps-uncap,0.1,108.70253986023954,197.54467766798936,41.147752255867054
mps-uncap,0.2,214.9701465663768,383.0866127401337,82.90847956806833
mps-uncap,0.3,318.1193998890514,551.5309937622105,120.55871114083752
mps-uncap,0.4,396.4097954368622,757.220881300657,163.17896106421168
