mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_vgg16-2
mps-uncap,0.8,120.40664196014389,53.61180305480929,27.255511283874508
mps-uncap,0.9,288.49473953247053,108.57539176940924,42.96541213989258
mps-uncap,1.0,1008.632078170776,365.9220695495606,402.3141622543335
mps-uncap,0.5,36.375093460082944,15.459661483764632,9.07726287841796
mps-uncap,0.6,65.84664821624759,18.07888031005859,12.169008255004892
mps-uncap,0.7,121.01292610168466,35.80534934997565,21.241998672485337
mps-uncap,0.1,10.837054252624515,5.528888702392585,1.8056869506835929
mps-uncap,0.2,16.28413200378418,7.747263908386223,3.4965991973877237
mps-uncap,0.3,22.50532388687134,9.95144844055173,5.010709762573223
mps-uncap,0.4,33.90246868133542,14.055502414703367,6.838476657867435
