mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_vgg16-2
mps-uncap,0.8,15.495061874389648,2.804994583129883,1.9207000732421875
mps-uncap,0.9,15.515565872192383,2.8076171875,1.934051513671875
mps-uncap,1.0,16.00027084350586,2.851724624633789,1.9345283508300781
mps-uncap,0.5,15.396833419799805,2.8350353240966797,1.9333362579345703
mps-uncap,0.6,15.402793884277344,2.806425094604492,1.9352436065673828
mps-uncap,0.7,15.423059463500977,2.834320068359375,1.9369125366210938
mps-uncap,0.1,15.458345413208008,2.8345584869384766,1.9450187683105469
mps-uncap,0.2,15.474319458007812,2.8450489044189453,1.9404888153076172
mps-uncap,0.3,15.36870002746582,2.8154850006103516,1.9249916076660156
mps-uncap,0.4,15.389204025268555,2.817869186401367,1.9221305847167969
