mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_vgg16-2
mps-uncap,0.8,24.446964263916016,5.82122802734375,3.4036636352539062
mps-uncap,0.9,26.762008666992188,6.657004356384277,3.833770751953125
mps-uncap,1.0,29.63566780090332,7.511138916015625,4.268884658813477
mps-uncap,0.5,19.62137222290039,6.606817245483398,2.426624298095703
mps-uncap,0.6,21.260619163513184,5.96010684967041,2.6941299438476562
mps-uncap,0.7,22.460460662841797,5.418539047241211,2.9611587524414062
mps-uncap,0.1,16.750693321228027,6.988763809204102,2.171754837036133
mps-uncap,0.2,17.168521881103516,6.930351257324219,2.14385986328125
mps-uncap,0.3,17.678260803222656,6.783246994018555,2.128481864929199
mps-uncap,0.4,18.49842071533203,6.764411926269531,2.180814743041992
