mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_vgg16-2
mps-uncap,0.8,63.430118560791016,16.927242279052734,11.481142044067385
mps-uncap,0.9,143.61567497253415,33.89899730682373,20.575881004333496
mps-uncap,1.0,665.8648014068606,286.8828773498535,250.95710754394534
mps-uncap,0.5,18.782377243041992,6.963777542114257,2.840757369995117
mps-uncap,0.6,33.87463092803955,8.683753013610842,4.80456352233887
mps-uncap,0.7,39.55612182617188,12.01725006103516,7.190990447998047
mps-uncap,0.1,0.07021427154541016,0.0701904296875,0.06842613220214844
mps-uncap,0.2,0.07615089416503908,2.600073814392089,0.06933212280273442
mps-uncap,0.3,8.39128494262695,4.6705245971679705,0.996136665344238
mps-uncap,0.4,14.325666427612306,6.0471534729003915,1.743388175964356
