mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_vgg16-2
mps-uncap,0.8,37.51492500305176,9.070515632629395,5.555152893066406
mps-uncap,0.9,58.20822715759277,13.772249221801758,8.68988037109375
mps-uncap,1.0,335.2954387664795,97.33963012695312,49.38101768493652
mps-uncap,0.5,21.286487579345703,7.183551788330078,2.818584442138672
mps-uncap,0.6,24.71017837524414,7.122635841369629,3.423452377319336
mps-uncap,0.7,26.207447052001953,7.728099822998047,4.1255950927734375
mps-uncap,0.1,16.844987869262695,7.092952728271484,2.2308826446533203
mps-uncap,0.2,17.426252365112305,7.123589515686035,2.208232879638672
mps-uncap,0.3,18.288731575012207,7.051706314086914,2.211928367614746
mps-uncap,0.4,19.620299339294434,7.13801383972168,2.4313926696777344
