mode,load,0_densenet201-2,1_inception_v3-32,2_mobilenet_v2-32,3_mobilenet_v3_small-2
mps-uncap,1.0,0.000476837158203125,0.0007152557373046875,0.000476837158203125,0.009775161743164062
