mode,load,0_mobilenet_v2-32,1_squeezenet1_1-4,2_vgg11-32,3_vgg13-4
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
