mode,load,0_densenet169-8,1_resnet34-16,2_squeezenet1_0-2
mps-uncap,0.8,421.099994734165,2145.9155580924703,706.8242187303285
mps-uncap,0.9,457.7009915293231,2430.8372452655226,806.9546242772975
mps-uncap,1.0,500.7913713504087,2689.92688206568,903.5924432743195
mps-uncap,0.5,259.6831587851764,1354.032573886058,453.100640387284
mps-uncap,0.6,298.3679962849847,1600.3273183696422,533.051782159517
mps-uncap,0.7,353.164295564623,1887.7035979983648,630.0045924959825
mps-uncap,0.1,53.279997574893024,273.52820900723026,89.192547326953
mps-uncap,0.2,105.30536897577365,531.0880405004103,182.0067922828387
mps-uncap,0.3,147.05171987422383,800.3320130342511,268.3437608099577
mps-uncap,0.4,204.61483121895603,1091.2019099471172,363.8970582309966
