mode,load,0_densenet169-8,1_resnet34-16,2_squeezenet1_0-2
mps-uncap,0.8,96.99527740478514,34.815094470977805,9.63652610778809
mps-uncap,0.9,208.90965938568115,84.37623977661121,16.565351486206012
mps-uncap,1.0,2552.5585174560547,162.55633831024105,87.73050785064699
mps-uncap,0.5,39.439046382904046,18.728604316711426,10.776331424713135
mps-uncap,0.6,53.26396703720104,20.5156040191651,9.726696014404299
mps-uncap,0.7,62.13238239288331,26.84769630432128,9.077067375183104
mps-uncap,0.1,44.03281211853028,9.465360641479487,5.025196075439453
mps-uncap,0.2,43.68458747863771,10.287451744079595,6.153168678283695
mps-uncap,0.3,40.54039716720581,11.842288970947253,7.744288444519046
mps-uncap,0.4,41.61992073059077,13.878159523010234,9.313449859619139
