mode,load,0_mobilenet_v2-16,1_resnet152-4,2_vgg19-2
mps-uncap,0.8,6.227731704711914,5.91731071472168,3.9641857147216797
mps-uncap,0.9,15.909433364868164,48.94757270812988,22.255420684814453
mps-uncap,1.0,2781.325101852417,99.64275360107422,2761.683702468872
mps-uncap,0.5,0.022649765014648438,0.0247955322265625,0.022649765014648438
mps-uncap,0.6,1.0906457901000977,0.026464462280273438,0.027179718017578125
mps-uncap,0.7,2.6373863220214844,0.03707408905029297,1.4851093292236328
mps-uncap,0.1,0.030517578125,0.041604042053222656,0.04076957702636719
mps-uncap,0.2,0.02956390380859375,0.03528594970703125,0.027179718017578125
mps-uncap,0.3,0.027894973754882812,0.029325485229492188,0.027418136596679688
mps-uncap,0.4,0.027418136596679688,0.028133392333984375,0.025987625122070312
