mode,load,0_mobilenet_v2-16,1_resnet152-4,2_vgg19-2
mps-uncap,0.8,2092.3620066849007,138.82670148389502,368.52133762880607
mps-uncap,0.9,2303.19381511091,161.41619218774946,409.00953542645624
mps-uncap,1.0,2386.3752292281047,180.43163626268793,413.000625905429
mps-uncap,0.5,1329.7218886478374,87.75165854996747,225.47939348710375
mps-uncap,0.6,1544.0294381444176,106.982158574484,274.5373524881103
mps-uncap,0.7,1826.0861334503986,123.71103406712284,320.90179672613056
mps-uncap,0.1,259.4227400868643,17.73112013361598,44.97747126391762
mps-uncap,0.2,507.4098325511097,35.691694116843095,91.84996029134719
mps-uncap,0.3,770.0051230017006,56.068082099276054,135.59973129027586
mps-uncap,0.4,1054.7692037776717,71.49620463626509,180.98893442386586
