mode,load,0_mobilenet_v2-32,1_squeezenet1_0-32,2_vgg13-16
mps-uncap,1.0,35.84027290344238,30.8837890625,23.187875747680664
mig,1.0,17.81010627746582,26.510238647460938,34.203290939331055
