mode,load,0_mobilenet_v2-32,1_squeezenet1_0-32,2_vgg13-16
mps-uncap,1.0,35.840511322021484,30.8840274810791,23.188114166259766
mig,1.0,17.810344696044922,26.51071548461914,34.203529357910156
