mode,load,0_mobilenet_v2-32,1_squeezenet1_0-32,2_vgg13-16
mps-uncap,1.0,1174.2709812348658,1442.326148340725,1074.0582217168578
mig,1.0,2596.943953511147,1486.2779429638829,527.140023133129
