mode,load,0_mobilenet_v2-4,1_resnet50-8,2_squeezenet1_1-16
mps-uncap,0.8,4.120731353759766,7.479119300842285,4.014472961425781
mps-uncap,0.9,4.43577766418457,7.288470268249511,4.072666168212891
mps-uncap,1.0,4.522562026977539,7.404732704162598,4.150629043579102
mps-uncap,0.5,5.970783233642579,7.814936637878418,3.914346694946289
mps-uncap,0.6,5.390291213989257,7.519979476928711,3.9300966262817383
mps-uncap,0.7,4.6531915664672825,7.314622402191165,3.807342052459717
mps-uncap,0.1,7.556724548339848,8.316159248352053,3.4253764152526855
mps-uncap,0.2,6.257343292236328,7.490606307983398,3.6261558532714835
mps-uncap,0.3,6.5030574798583975,7.707540988922119,3.7120628356933567
mps-uncap,0.4,6.136837005615234,7.929878234863281,3.8413310050964355
