mode,load,0_mobilenet_v2-4,1_resnet50-8,2_squeezenet1_1-16
mps-uncap,0.8,18.78132820129394,40.93167781829833,23.22812080383301
mps-uncap,0.9,51.164436340331996,72.35363006591795,54.94318485260012
mps-uncap,1.0,209.39051151275635,178.7418508529663,126.16602897644044
mps-uncap,0.5,17.54617691040039,21.901874542236325,9.43624496459961
mps-uncap,0.6,14.791173934936497,21.799716949462933,11.221530437469482
mps-uncap,0.7,15.712618827819824,24.70923662185669,13.892209529876688
mps-uncap,0.1,13.570699691772475,13.2497239112854,4.794740676879883
mps-uncap,0.2,15.947847366333006,15.313711166381841,5.888385772705075
mps-uncap,0.3,18.471908569335916,17.39360094070433,6.1881113052368155
mps-uncap,0.4,17.59648799896237,20.09490489959716,7.9104089736938485
