mode,load,0_mobilenet_v2-4,1_resnet50-8,2_squeezenet1_1-16
mps-uncap,0.8,5.576372146606445,8.422613143920898,4.575490951538086
mps-uncap,0.9,5.5561065673828125,9.281396865844727,5.275726318359375
mps-uncap,1.0,5.044221878051758,8.502960205078125,4.85539436340332
mps-uncap,0.5,6.667613983154297,10.29062271118164,5.099773406982422
mps-uncap,0.6,6.465435028076172,8.420467376708984,4.24504280090332
mps-uncap,0.7,6.192445755004883,8.145570755004883,4.324674606323242
mps-uncap,0.1,9.280681610107422,11.088848114013672,4.055500030517578
mps-uncap,0.2,7.0590972900390625,8.04448127746582,4.0569305419921875
mps-uncap,0.3,7.087230682373047,8.141279220581055,3.9937496185302734
mps-uncap,0.4,6.977558135986328,8.449316024780273,4.07099723815918
