mode,load,0_mobilenet_v2-4,1_resnet50-8,2_squeezenet1_1-16
mps-uncap,0.8,2.209186553955078,3.826618194580078,2.038240432739258
mps-uncap,0.9,2.2432804107666016,3.806591033935547,2.024412155151367
mps-uncap,1.0,2.2182464599609375,3.811359405517578,2.0418167114257812
mps-uncap,0.5,2.1965503692626953,3.805875778198242,2.039194107055664
mps-uncap,0.6,2.156496047973633,3.791332244873047,2.0248889923095703
mps-uncap,0.7,2.2063255310058594,3.803253173828125,2.0356178283691406
mps-uncap,0.1,2.2373199462890625,3.833770751953125,2.0303726196289062
mps-uncap,0.2,2.223968505859375,3.8406848907470703,2.0248889923095703
mps-uncap,0.3,2.260446548461914,3.798961639404297,2.039194107055664
mps-uncap,0.4,2.177000045776367,3.808259963989258,2.0258426666259766
