mode,load,0_mobilenet_v2-4,1_resnet50-8,2_squeezenet1_1-16
mps-uncap,0.8,4.095554351806641,8.240461349487305,4.091024398803711
mps-uncap,0.9,6.530046463012695,11.799931526184082,6.669402122497559
mps-uncap,1.0,33.80107879638672,26.261568069458008,22.008180618286133
mps-uncap,0.5,4.834651947021484,6.8416595458984375,2.985715866088867
mps-uncap,0.6,4.190564155578613,6.740570068359375,3.257274627685547
mps-uncap,0.7,4.00853157043457,6.836056709289551,3.3752918243408203
mps-uncap,0.1,5.82122802734375,6.975889205932617,2.6297569274902344
mps-uncap,0.2,5.796670913696289,6.77037239074707,2.627849578857422
mps-uncap,0.3,5.970001220703125,6.962895393371582,2.6214122772216797
mps-uncap,0.4,5.4988861083984375,7.309198379516602,2.7518272399902344
