mode,load,0_mobilenet_v2-4,1_resnet50-8,2_squeezenet1_1-16
mps-uncap,0.8,3.7064552307128906,7.127285003662109,3.8101673126220703
mps-uncap,0.9,4.098176956176758,7.004737854003906,3.9026737213134766
mps-uncap,1.0,4.2209625244140625,7.161951065063477,4.013538360595703
mps-uncap,0.5,5.12828826904297,7.096576690673828,3.4140586853027344
mps-uncap,0.6,4.168629646301271,6.894588470458984,3.5219430923461914
mps-uncap,0.7,3.955364227294922,6.894230842590332,3.5146474838256836
mps-uncap,0.1,6.074857711791992,7.320356369018555,2.9492616653442383
mps-uncap,0.2,5.916929244995117,7.0858001708984375,2.9929161071777344
mps-uncap,0.3,6.048917770385742,7.279610633850097,3.1024456024169926
mps-uncap,0.4,5.644321441650391,7.467794418334961,3.26993465423584
