mode,load,0_mobilenet_v2-4,1_resnet50-8,2_squeezenet1_1-16
mps-uncap,0.8,15.65041542053219,34.84075069427487,19.876213073730472
mps-uncap,0.9,47.659363746643066,65.93484878540038,51.44765615463259
mps-uncap,1.0,205.55429935455322,171.69844150543219,122.53384590148926
mps-uncap,0.5,13.834533691406252,16.775107383728027,6.439704895019531
mps-uncap,0.6,11.648402214050286,16.223597526550297,8.136236667633058
mps-uncap,0.7,12.823152542114256,18.968069553375244,10.596299171447749
mps-uncap,0.1,7.8188753128052015,6.636176109313968,2.4832892417907715
mps-uncap,0.2,11.123018264770508,8.951697349548347,3.277921676635739
mps-uncap,0.3,13.396930694580066,10.699336528778069,3.5612106323242125
mps-uncap,0.4,13.132038116455076,13.531713485717765,5.201880931854248
