mode,load,0_mobilenet_v2-4,1_resnet50-8,2_squeezenet1_1-16
mps-uncap,0.8,2.269744873046875,3.839731216430664,2.053499221801758
mps-uncap,0.9,2.2699832916259766,3.8268566131591797,2.03704833984375
mps-uncap,1.0,2.260923385620117,3.856658935546875,2.054929733276367
mps-uncap,0.5,2.228975296020508,3.8220882415771484,2.0508766174316406
mps-uncap,0.6,2.2003650665283203,3.8127899169921875,2.0384788513183594
mps-uncap,0.7,2.2461414337158203,3.816366195678711,2.0508766174316406
mps-uncap,0.1,2.2809505462646484,3.8785934448242188,2.043485641479492
mps-uncap,0.2,2.252817153930664,3.8597583770751953,2.0418167114257812
mps-uncap,0.3,2.3071765899658203,3.8259029388427734,2.0537376403808594
mps-uncap,0.4,2.2161006927490234,3.8280487060546875,2.040386199951172
