mode,load,0_mobilenet_v2-4,1_resnet50-8,2_squeezenet1_1-16
mps-uncap,0.8,2.7642250061035156,5.988359451293945,3.0794143676757812
mps-uncap,0.9,3.2553672790527344,6.307482719421387,3.315567970275879
mps-uncap,1.0,3.5707950592041016,6.798982620239258,3.5212039947509766
mps-uncap,0.5,3.750324249267578,6.312131881713867,2.5815963745117188
mps-uncap,0.6,3.547549247741699,5.972623825073242,2.619504928588867
mps-uncap,0.7,2.7780532836914062,5.654692649841309,2.7605295181274414
mps-uncap,0.1,5.635261535644531,6.881117820739746,2.548098564147949
mps-uncap,0.2,5.515575408935547,6.577730178833008,2.5086402893066406
mps-uncap,0.3,5.579471588134766,6.675839424133301,2.4781227111816406
mps-uncap,0.4,3.88336181640625,6.811857223510742,2.530813217163086
