mode,load,0_mobilenet_v2-4,1_resnet50-8,2_squeezenet1_1-16
mps-uncap,0.8,6.727695465087891,14.36471939086914,7.909297943115234
mps-uncap,0.9,16.063880920410146,26.224040985107422,17.548060417175293
mps-uncap,1.0,164.6003246307373,69.8699474334717,79.47611808776858
mps-uncap,0.5,6.348228454589844,6.769657135009769,2.7749061584472665
mps-uncap,0.6,5.292415618896487,7.273435592651369,3.6653280258178715
mps-uncap,0.7,5.903959274291992,8.98444652557373,4.154324531555176
mps-uncap,0.1,3.0229568481445304,0.06935596466064453,0.0717878341674805
mps-uncap,0.2,4.626369476318362,3.9386749267578125,1.0072708129882821
mps-uncap,0.3,5.7163238525390625,4.920744895935059,1.5468120574951196
mps-uncap,0.4,5.995082855224614,6.489086151123045,2.078080177307129
