mode,load,0_densenet201-8,1_resnet50-8,2_vgg11-2
mps-uncap,0.8,29.812335968017578,11.063098907470703,4.45866584777832
mps-uncap,0.9,31.034469604492188,9.663581848144531,4.081010818481445
mps-uncap,1.0,29.44469451904297,10.79869270324707,4.24504280090332
mps-uncap,0.5,26.399850845336914,9.13691520690918,4.030704498291016
mps-uncap,0.6,26.7336368560791,9.49549674987793,3.9758682250976562
mps-uncap,0.7,27.15158462524414,9.840965270996094,3.968954086303711
mps-uncap,0.1,30.384063720703125,7.565498352050781,4.077434539794922
mps-uncap,0.2,30.43651580810547,8.178949356079102,3.9234161376953125
mps-uncap,0.3,35.34960746765137,8.950233459472656,3.8309097290039062
mps-uncap,0.4,31.65578842163086,8.744478225708008,3.9892196655273438
