mode,load,0_densenet201-8,1_resnet50-8,2_vgg11-2
mps-uncap,0.8,62.68248558044434,23.476314544677738,7.573819160461426
mps-uncap,0.9,153.131103515625,42.41642951965333,14.587855339050293
mps-uncap,1.0,1061.423635482788,575.1306533813477,168.6788082122803
mps-uncap,0.5,33.14585685729981,12.650966644287111,3.6699771881103516
mps-uncap,0.6,37.049102783203125,13.617277145385742,4.443025588989258
mps-uncap,0.7,40.45379161834718,15.519022941589363,5.423450469970705
mps-uncap,0.1,29.80523109436035,7.034325599670411,2.0134449005126953
mps-uncap,0.2,29.580593109130863,8.195447921752928,2.31466293334961
mps-uncap,0.3,31.570243835449222,10.654926300048828,2.6407718658447266
mps-uncap,0.4,29.562902450561523,11.641979217529295,3.146648406982422
