mode,load,0_efficientnet_b6-16,1_efficientnet_b6-16,2_efficientnet_b6-16,3_efficientnet_b6-16
mig,0.1,85.14580726623534,71.68998718261719,95.32227516174319,140.68975448608398
mig,0.3,126.02109909057624,131.9754123687744,133.27980041503906,273.26557636260986
mig,0.4,163.62180709838884,138.30876350402835,177.10793018341062,265.2499198913574
mig,0.5,191.6046142578125,206.15315437316895,164.5339012145996,404.8018455505371
mig,0.6,228.5347938537598,259.5041275024414,252.0856380462646,616.0656213760376
mig,0.7,434.16728973388666,461.5856409072876,502.61373519897467,1007.8016757965089
mig,0.8,899.5034456253052,573.712182044983,881.7490816116333,724.4441270828246
mig,0.9,1518.5596466064453,990.663242340088,1184.235143661499,2352.4653911590576
mig,1.0,7751.738452911377,4804.112601280212,6825.35538673401,7522.320532798767
mig,0.2,95.14884948730467,115.18564224243168,102.41031646728516,153.55026721954346
