mode,load,0_densenet161-16,1_densenet161-16
mig,0.1,0.06282329559326172,0.06306171417236328
mig,0.2,0.059604644775390625,0.0629425048828125
mig,0.3,0.06031990051269531,0.06270408630371094
mig,0.4,0.05793571472167969,0.06175041198730469
mig,0.5,0.06127357482910156,5.750417709350586
mig,0.6,4.45246696472168,19.03986930847168
mig,0.7,17.766475677490234,35.88247299194336
mig,0.8,22.854089736938477,72.3881721496582
mig,0.9,41.86046123504639,806.9149255752563
mig,1.0,105.97419738769531,2875.6468296051025
