mode,load,0_densenet161-16,1_densenet161-16
mig,0.1,0.023126602172851562,0.018835067749023438
mig,0.2,0.013113021850585938,0.013589859008789062
mig,0.3,0.013113021850585938,0.011920928955078125
mig,0.4,0.014066696166992188,0.01430511474609375
mig,0.5,0.012874603271484375,0.014543533325195312
mig,0.6,0.011205673217773438,0.01430511474609375
mig,0.7,0.0133514404296875,0.015020370483398438
mig,0.8,0.013113021850585938,0.015020370483398438
mig,0.9,0.014066696166992188,0.015020370483398438
mig,1.0,0.014066696166992188,0.0152587890625
