mode,load,0_resnet34-32,1_densenet161-2,2_vgg16-2
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.0054836273193359375
mig,1.0,0.0007152557373046875,0.0073909759521484375,0.000476837158203125
