mode,load,0_efficientnet_b5-8,1_efficientnet_b5-8
mig,0.1,34.22832489013672,35.127878189086914
mig,0.2,28.071165084838867,27.285099029541016
mig,0.3,27.664661407470703,27.08578109741211
mig,0.4,26.448726654052734,20.775318145751953
mig,0.5,20.11704444885254,20.36452293395996
mig,0.6,19.303083419799805,21.81243896484375
mig,0.7,21.526575088500977,21.013498306274414
mig,0.8,20.931005477905273,22.337913513183594
mig,0.9,19.65022087097168,22.054433822631836
mig,1.0,19.006729125976562,20.894765853881836
