mode,load,0_efficientnet_b5-8,1_efficientnet_b5-8
mig,0.1,26.71177387237549,27.183151245117188
mig,0.2,23.605918884277347,20.118975639343265
mig,0.3,18.149375915527344,18.220949172973633
mig,0.4,16.997051239013672,17.785048484802246
mig,0.5,16.71264171600342,17.382001876831055
mig,0.6,16.144442558288574,17.384910583496094
mig,0.7,16.02468490600586,17.3079252243042
mig,0.8,15.878820419311525,17.395401000976562
mig,0.9,15.578484535217285,17.430782318115234
mig,1.0,15.956640243530273,17.46969223022461
