mode,load,0_efficientnet_b5-8,1_efficientnet_b5-8
mig,0.1,21.379709243774414,23.40710163116455
mig,0.2,17.606019973754883,17.852067947387695
mig,0.3,17.673730850219727,17.88616180419922
mig,0.4,17.13418960571289,18.428325653076172
mig,0.5,18.57292652130127,24.05381202697754
mig,0.6,23.951172828674316,33.611416816711426
mig,0.7,29.64305877685547,37.79768943786621
mig,0.8,54.534196853637695,158.1740379333496
mig,0.9,156.21328353881836,1706.6891193389893
mig,1.0,3412.2772216796875,5050.371170043945
