mode,load,0_efficientnet_b5-8,1_efficientnet_b5-8
mig,0.1,18.16689968109131,18.872380256652832
mig,0.2,16.72840118408203,17.183423042297363
mig,0.3,16.188621520996094,16.991138458251953
mig,0.4,15.34891128540039,16.940951347351074
mig,0.5,15.663981437683105,16.9370174407959
mig,0.6,15.405654907226562,16.962289810180664
mig,0.7,15.485286712646484,16.92652702331543
mig,0.8,15.473604202270508,16.942977905273438
mig,0.9,15.183806419372559,16.950130462646484
mig,1.0,15.571832656860352,17.051219940185547
