mode,load,0_efficientnet_b7-16,1_resnet152-2,2_resnet152-8
mps-uncap,0.8,282.95979499816895,94.93299007415773,96.44471645355223
mps-uncap,0.9,372.6884293556213,220.06207942962607,245.78228473663268
mps-uncap,1.0,1088.1331205368042,1428.4253215789795,663.5323524475098
mps-uncap,0.5,87.74895906448364,31.777038574218793,36.485509872436545
mps-uncap,0.6,94.10798788070683,47.76214122772222,58.77512454986572
mps-uncap,0.7,178.49541187286383,66.43275260925283,69.846305847168
mps-uncap,0.1,27.243728637695302,14.528319835662794,14.993805885314941
mps-uncap,0.2,26.8581485748291,20.046968460082958,14.367275238037113
mps-uncap,0.3,45.0749850273133,20.838356018066392,19.775323867797855
mps-uncap,0.4,52.38430976867675,25.289261341094978,26.89909934997559
