mode,load,0_efficientnet_b7-16,1_resnet152-2,2_resnet152-8
mps-uncap,0.8,39.1850471496582,26.34739875793457,27.910232543945312
mps-uncap,0.9,38.399696350097656,24.63817596435547,30.137062072753906
mps-uncap,1.0,39.84236717224121,28.05042266845703,29.923439025878906
mps-uncap,0.5,37.351369857788086,24.152517318725586,29.02698516845703
mps-uncap,0.6,37.662506103515625,24.02782440185547,29.434919357299805
mps-uncap,0.7,38.01250457763672,25.695323944091797,27.774333953857422
mps-uncap,0.1,33.4317684173584,25.546789169311523,29.0219783782959
mps-uncap,0.2,35.48741340637207,23.844480514526367,28.18751335144043
mps-uncap,0.3,36.43155097961426,23.90766143798828,28.55515480041504
mps-uncap,0.4,37.17446327209473,24.220943450927734,29.195785522460938
