mode,load,0_efficientnet_b7-16,1_resnet152-2,2_resnet152-8
mps-uncap,0.8,37.34636306762695,24.17130470275879,26.669740676879883
mps-uncap,0.9,37.424468994140625,23.12138080596924,28.89237403869629
mps-uncap,1.0,38.31348419189453,25.22873878479004,27.53305435180664
mps-uncap,0.5,34.63931083679199,20.197343826293945,26.577043533325195
mps-uncap,0.6,35.106754302978516,20.743179321289062,27.176308631896973
mps-uncap,0.7,36.21954917907715,22.82428741455078,26.462602615356445
mps-uncap,0.1,29.629182815551758,18.433618545532227,18.355083465576172
mps-uncap,0.2,31.405043601989743,19.580459594726562,22.706317901611328
mps-uncap,0.3,32.43601322174072,19.915771484375,24.96695518493653
mps-uncap,0.4,33.80012512207031,19.945621490478516,25.85625648498535
