mode,load,0_densenet169-2,1_resnet18-4,2_vgg16-2
mps-uncap,0.8,95.29103287164054,1317.4248165811834,575.8809104620109
mps-uncap,0.9,107.52251893297328,1464.459702165572,629.5205417401539
mps-uncap,1.0,117.90788002699632,1623.9696990637706,710.1176558956356
mps-uncap,0.5,57.82592615531143,818.5162640796283,348.3788743433815
mps-uncap,0.6,70.74399160321614,965.8156388407564,415.10103882026374
mps-uncap,0.7,82.1809872831935,1117.420362694112,474.66720646465524
mps-uncap,0.1,12.236483023441563,161.70757424958788,70.30432733517883
mps-uncap,0.2,23.874074145546437,331.22327259878847,142.1829031396658
mps-uncap,0.3,35.25212540357601,491.39050849792824,211.12236243526036
mps-uncap,0.4,47.076196920773846,652.5581951898163,276.4227542049204
