mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-2
mps-uncap,0.8,22.326374053955078,9.947605133056639,8.945395946502687
mps-uncap,0.9,22.615432739257812,9.714088439941406,9.653873443603516
mps-uncap,1.0,22.66874313354492,10.148913860321045,9.202177524566649
mps-uncap,0.5,20.884575843811035,10.049209594726562,9.254732131958006
mps-uncap,0.6,21.90941572189331,9.896879196166992,8.880677223205566
mps-uncap,0.7,22.15014934539795,9.940652847290037,8.869709968566891
mps-uncap,0.1,18.778715133666996,9.644622802734373,8.367488384246826
mps-uncap,0.2,19.503755569458008,9.803717136383057,9.439547061920166
mps-uncap,0.3,20.295119285583496,10.075454711914062,9.670467376708984
mps-uncap,0.4,21.32802724838257,10.151553153991705,9.130649566650387
