mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-2
mps-uncap,0.8,164.69967365264853,44.91049766540519,26.656150817871218
mps-uncap,0.9,300.7970333099365,64.18590784072876,148.5850429534912
mps-uncap,1.0,923.315119743347,297.55005359649647,271.1191749572754
mps-uncap,0.5,38.82412910461426,18.520505428314184,15.841493606567377
mps-uncap,0.6,51.21580362319952,20.723676681518537,15.292620658874528
mps-uncap,0.7,103.8842058181763,28.341996669769284,22.95407772064208
mps-uncap,0.1,13.940145969390878,6.853637695312499,7.7415108680725
mps-uncap,0.2,17.822828292846605,9.951002597808833,10.634946823120114
mps-uncap,0.3,29.987192153930653,14.095296859741206,15.807824134826658
mps-uncap,0.4,33.847432136535666,17.2008752822876,16.12007141113281
