mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-2
mps-uncap,0.8,299.6349334716797,86.74073219299316,44.226646423339844
mps-uncap,0.9,363.2655143737793,114.37821388244629,177.5953769683838
mps-uncap,1.0,966.7434692382812,330.9195041656494,315.51241874694824
mps-uncap,0.5,60.70733070373535,30.3037166595459,25.592565536499023
mps-uncap,0.6,73.0435848236084,46.45681381225586,27.251720428466797
mps-uncap,0.7,160.19558906555176,53.788185119628906,39.20888900756836
mps-uncap,0.1,15.101432800292969,10.206937789916992,12.575387954711914
mps-uncap,0.2,29.623746871948242,18.779516220092773,15.897750854492188
mps-uncap,0.3,47.56331443786621,26.053667068481445,31.5706729888916
mps-uncap,0.4,53.522348403930664,24.849414825439453,31.16440773010254
