mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-2
mps-uncap,0.8,34.873127937316895,8.774518966674805,6.972551345825195
mps-uncap,0.9,68.05038452148438,12.098312377929688,15.128850936889648
mps-uncap,1.0,248.44717979431152,53.020358085632324,39.392709732055664
mps-uncap,0.5,19.225358963012695,7.147073745727539,6.03795051574707
mps-uncap,0.6,21.406173706054688,6.778478622436523,5.704760551452637
mps-uncap,0.7,29.11090850830078,7.585644721984863,5.931615829467773
mps-uncap,0.1,17.61770248413086,7.133245468139648,6.987810134887695
mps-uncap,0.2,17.444133758544922,7.4607133865356445,7.343053817749023
mps-uncap,0.3,17.758607864379883,7.894992828369141,7.49659538269043
mps-uncap,0.4,18.980860710144043,7.713556289672852,6.872415542602539
