mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-2
mps-uncap,0.8,20.35045623779297,4.971504211425781,3.470897674560547
mps-uncap,0.9,21.456241607666016,4.973769187927246,4.265308380126953
mps-uncap,1.0,21.93617820739746,5.517005920410156,4.127144813537598
mps-uncap,0.5,17.62866973876953,5.731463432312012,4.515886306762695
mps-uncap,0.6,18.772125244140625,4.870176315307617,4.27401065826416
mps-uncap,0.7,19.513607025146484,4.903554916381836,3.506898880004883
mps-uncap,0.1,17.29273796081543,6.999492645263672,6.7757368087768555
mps-uncap,0.2,17.087459564208984,7.194876670837402,7.083654403686523
mps-uncap,0.3,17.154932022094727,7.359981536865234,6.740570068359375
mps-uncap,0.4,17.540931701660156,6.672143936157227,5.139827728271484
