mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-2
mps-uncap,0.8,183.61220359802192,51.11671447753863,30.991268157959023
mps-uncap,0.9,321.2131023406981,70.50596475601193,154.09854888916016
mps-uncap,1.0,945.3842401504515,305.13291120529175,276.31707429885864
mps-uncap,0.5,57.5691103935242,23.971679210662828,20.779595375061028
mps-uncap,0.6,71.52481079101568,26.231632232665973,19.77519512176514
mps-uncap,0.7,123.62802505493168,33.49088430404659,27.298669815063462
mps-uncap,0.1,30.46340465545655,13.624377250671385,14.58612203598022
mps-uncap,0.2,34.45933341979968,16.926510334014893,17.48126745223997
mps-uncap,0.3,47.353100776672335,21.358718872070295,21.10429763793944
mps-uncap,0.4,51.93068981170656,23.118577003479004,21.553134918212887
