mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-2
mps-uncap,0.8,83.6116075515747,22.408390045166026,17.057275772094744
mps-uncap,0.9,195.79792022705078,34.770894050598145,62.49189376831054
mps-uncap,1.0,789.3111705780029,194.16208267211914,164.08774852752686
mps-uncap,0.5,35.65673828125,14.535331726074219,12.228536605834961
mps-uncap,0.6,44.02625560760498,14.352178573608404,12.1321439743042
mps-uncap,0.7,69.62409019470216,17.301011085510257,14.084339141845705
mps-uncap,0.1,18.3335542678833,9.035015106201174,8.85031223297119
mps-uncap,0.2,23.059654235839854,11.866760253906252,12.313699722290037
mps-uncap,0.3,30.035734176635742,13.549375534057617,13.759183883666992
mps-uncap,0.4,33.487987518310554,14.616680145263672,13.36431503295899
