mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-2
mps-uncap,0.8,63.6371374130249,16.474771499633803,12.847781181335451
mps-uncap,0.9,173.57158660888672,29.046416282653812,57.43718147277832
mps-uncap,1.0,768.9986228942871,187.15732097625735,159.0599060058594
mps-uncap,0.5,17.48187541961671,8.4338903427124,7.361984252929686
mps-uncap,0.6,24.57451820373535,8.764266967773438,7.606267929077148
mps-uncap,0.7,50.07271766662601,11.818456649780273,9.615087509155279
mps-uncap,0.1,0.07479190826416017,1.2323856353759821,2.410006523132324
mps-uncap,0.2,6.440925598144533,4.677891731262207,5.365586280822753
mps-uncap,0.3,13.11802864074707,6.456089019775389,6.997108459472656
mps-uncap,0.4,15.358281135559084,7.66415596008302,7.476329803466799
