mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-2
mps-uncap,0.8,0.012636184692382812,0.009298324584960938,0.009059906005859375
mps-uncap,0.9,0.012874603271484375,0.00858306884765625,0.008344650268554688
mps-uncap,1.0,0.012874603271484375,0.010967254638671875,0.008821487426757812
mps-uncap,0.5,0.012159347534179688,0.009059906005859375,0.010013580322265625
mps-uncap,0.6,0.012159347534179688,0.009059906005859375,0.008821487426757812
mps-uncap,0.7,0.01239776611328125,0.009298324584960938,0.008821487426757812
mps-uncap,0.1,0.023126602172851562,0.012874603271484375,0.011205673217773438
mps-uncap,0.2,0.014781951904296875,0.011444091796875,0.010967254638671875
mps-uncap,0.3,0.013589859008789062,0.012159347534179688,0.01049041748046875
mps-uncap,0.4,0.012636184692382812,0.011444091796875,0.01049041748046875
