mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-2
mps-uncap,0.8,21.890878677368164,8.85014533996582,7.041597366333009
mps-uncap,0.9,22.345542907714844,8.55400562286377,8.25653076171875
mps-uncap,1.0,22.34625816345215,9.168529510498047,7.997274398803711
mps-uncap,0.5,20.27750015258789,8.514761924743652,6.957340240478516
mps-uncap,0.6,21.274209022521973,8.486318588256836,6.642937660217285
mps-uncap,0.7,21.58823013305664,8.752226829528809,6.890153884887697
mps-uncap,0.1,17.85738468170166,7.578325271606446,7.412576675415039
mps-uncap,0.2,18.18370819091797,8.11607837677002,7.834529876708984
mps-uncap,0.3,19.11330223083496,8.331441879272461,7.803583145141602
mps-uncap,0.4,19.89428997039795,8.615779876708984,7.544279098510742
