mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-2
mps-uncap,0.8,319.67711448669434,92.09918975830078,48.906564712524414
mps-uncap,0.9,383.1632137298584,122.36809730529785,182.01708793640137
mps-uncap,1.0,988.947868347168,338.5152816772461,319.2634582519531
mps-uncap,0.5,79.65421676635742,34.31439399719238,32.40036964416504
mps-uncap,0.6,94.45786476135254,52.2463321685791,31.764507293701172
mps-uncap,0.7,181.57029151916504,63.91143798828125,44.030189514160156
mps-uncap,0.1,31.170368194580078,16.569852828979492,18.708467483520508
mps-uncap,0.2,45.092105865478516,24.214744567871094,20.9805965423584
mps-uncap,0.3,62.981605529785156,33.310651779174805,36.287784576416016
mps-uncap,0.4,72.42655754089355,29.083251953125,35.210371017456055
