mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-2
mps-uncap,0.8,15.378952026367188,2.8183460235595703,2.7570724487304688
mps-uncap,0.9,15.311002731323242,2.815723419189453,2.680540084838867
mps-uncap,1.0,15.805959701538086,2.8181076049804688,2.75421142578125
mps-uncap,0.5,15.326499938964844,2.8209686279296875,2.644777297973633
mps-uncap,0.6,15.332221984863281,2.8162002563476562,2.663850784301758
mps-uncap,0.7,15.362739562988281,2.8197765350341797,2.6922225952148438
mps-uncap,0.1,15.395164489746094,2.81524658203125,2.6912689208984375
mps-uncap,0.2,15.33651351928711,2.8297901153564453,2.7756690979003906
mps-uncap,0.3,15.381574630737305,2.808094024658203,2.6998519897460938
mps-uncap,0.4,15.416622161865234,2.8028488159179688,2.6493072509765625
