mode,load,0_densenet121-32,1_mobilenet_v3_large-16,2_mobilenet_v3_large-2
mps-uncap,0.8,15.412092208862305,2.8324127197265625,2.7930736541748047
mps-uncap,0.9,15.75469970703125,2.8314590454101562,2.7201175689697266
mps-uncap,1.0,16.638994216918945,2.836942672729492,2.798318862915039
mps-uncap,0.5,15.366077423095703,2.838134765625,2.6845932006835938
mps-uncap,0.6,15.375137329101562,2.833843231201172,2.709627151489258
mps-uncap,0.7,15.419721603393555,2.836465835571289,2.725362777709961
mps-uncap,0.1,15.458822250366211,2.840757369995117,2.752542495727539
mps-uncap,0.2,15.357017517089844,2.8645992279052734,2.836942672729492
mps-uncap,0.3,15.419960021972656,2.841472625732422,2.760648727416992
mps-uncap,0.4,15.432357788085938,2.816438674926758,2.704620361328125
