mode,load,0_densenet201-4,1_mobilenet_v3_large-16,2_squeezenet1_0-32
mps-uncap,0.8,162.98809528350787,67.91291236877436,177.16790199279745
mps-uncap,0.9,1340.1420116424563,287.8118038177489,1026.5408039093018
mps-uncap,1.0,1744.0859508514407,910.3298377990723,10122.463002204895
mps-uncap,0.5,48.53640556335452,17.59774208068847,26.30017280578613
mps-uncap,0.6,81.04029655456547,24.8659801483154,39.708545207977245
mps-uncap,0.7,140.12423038482663,45.41048765182482,65.9639835357666
mps-uncap,0.1,31.581873893737804,11.58854484558105,10.2602458000183
mps-uncap,0.2,33.825261592864734,15.283286571502686,14.111671447753904
mps-uncap,0.3,35.88236331939694,17.554092407226562,15.637598037719732
mps-uncap,0.4,38.46153259277342,16.7229557037354,19.262719154357914
