mode,load,0_densenet201-4,1_mobilenet_v3_large-16,2_squeezenet1_0-32
mps-uncap,0.8,12.87376880645752,7.735252380371094,25.120258331298828
mps-uncap,0.9,638.2462978363037,42.981624603271484,498.1170892715454
mps-uncap,1.0,459.93638038635254,526.6106128692627,5206.446409225464
mps-uncap,0.5,0.023603439331054688,0.022172927856445312,0.3643035888671875
mps-uncap,0.6,0.0286102294921875,0.02562999725341797,3.0913352966308594
mps-uncap,0.7,3.361940383911133,2.3431777954101562,7.975101470947266
mps-uncap,0.1,0.04279613494873047,0.04029273986816406,0.030517578125
mps-uncap,0.2,0.04220008850097656,0.029802322387695312,0.027418136596679688
mps-uncap,0.3,0.03266334533691406,0.0286102294921875,0.027418136596679688
mps-uncap,0.4,0.026464462280273438,0.024080276489257812,0.025033950805664062
