mode,load,0_densenet201-4,1_mobilenet_v3_large-16,2_squeezenet1_0-32
mps-uncap,0.8,41.20326042175293,16.719341278076172,16.527175903320312
mps-uncap,0.9,48.93040657043457,18.65410804748535,17.080068588256836
mps-uncap,1.0,43.871402740478516,17.444849014282227,17.676353454589844
mps-uncap,0.5,40.027618408203125,13.316631317138672,14.323711395263672
mps-uncap,0.6,45.19081115722656,14.972686767578125,13.758659362792969
mps-uncap,0.7,45.57466506958008,16.9219970703125,18.841028213500977
mps-uncap,0.1,47.66273498535156,16.09063148498535,14.965295791625977
mps-uncap,0.2,39.10493850708008,13.883829116821289,12.883663177490234
mps-uncap,0.3,38.56849670410156,14.133930206298828,13.82303237915039
mps-uncap,0.4,38.48862648010254,13.959169387817383,13.361692428588867
