mode,load,0_densenet201-4,1_mobilenet_v3_large-16,2_squeezenet1_0-32
mps-uncap,0.8,83.87192352459796,1439.8966788955752,3398.4418703031283
mps-uncap,0.9,98.32502856233,1566.9639405464925,3840.4878968156095
mps-uncap,1.0,102.25841318045758,1773.177640750024,3544.7864747598182
mps-uncap,0.5,54.26405508455901,866.1408567000466,2125.855778297709
mps-uncap,0.6,61.62376712017203,1037.6674546067059,2611.2477344428266
mps-uncap,0.7,72.71030086346778,1260.5387539821993,2974.314519384673
mps-uncap,0.1,10.305451506725488,180.68858000920702,445.48831610608147
mps-uncap,0.2,19.54105906629702,350.20729474731957,852.5868406531862
mps-uncap,0.3,34.18783153891365,530.1786064249123,1255.452802752387
mps-uncap,0.4,44.264987978927,723.7627865917249,1710.0539705794947
