mode,load,0_densenet201-4,1_mobilenet_v3_large-16,2_squeezenet1_0-32
mps-uncap,0.8,36.552555561065674,11.466598510742166,11.47356986999511
mps-uncap,0.9,46.54947280883789,11.913299560546875,10.248613357543949
mps-uncap,1.0,43.11073303222656,10.541415214538574,10.323090553283688
mps-uncap,0.5,36.88992500305176,11.159982681274414,11.572341918945312
mps-uncap,0.6,41.079111099243164,12.134368419647213,11.795880794525141
mps-uncap,0.7,40.65880298614502,11.270637512207028,11.941909790039062
mps-uncap,0.1,46.8465805053711,13.527164459228512,13.146896362304686
mps-uncap,0.2,37.66175031661986,12.65263557434082,11.685340404510494
mps-uncap,0.3,36.76403045654297,12.533617019653319,11.889667510986332
mps-uncap,0.4,32.34687328338623,12.057061195373544,11.782813072204593
