mode,load,0_densenet201-4,1_mobilenet_v3_large-16,2_squeezenet1_0-32
mps-uncap,0.8,20.658016204833984,4.853248596191406,6.256580352783203
mps-uncap,0.9,20.6758975982666,4.980802536010742,6.521701812744141
mps-uncap,1.0,23.328781127929688,5.232572555541992,7.2021484375
mps-uncap,0.5,20.25461196899414,4.777193069458008,5.930423736572266
mps-uncap,0.6,20.380735397338867,4.836797714233398,5.952596664428711
mps-uncap,0.7,20.46680450439453,4.791736602783203,5.948543548583984
mps-uncap,0.1,21.13938331604004,5.953550338745117,5.975961685180664
mps-uncap,0.2,20.246505737304688,4.877567291259766,6.244421005249023
mps-uncap,0.3,20.191431045532227,4.893302917480469,5.942106246948242
mps-uncap,0.4,20.0955867767334,4.879951477050781,5.922794342041016
